source_type,session,model_test,source_page,source_question_number,status,difficulty,answer_source,correct_option,topic_tags,validation_issues,question_text,options_json
previous_year,,,39,58,draft,hard,needs_review,,genetics|microbiology,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,"শ্টপটোকক্কাস দেখতে- এ Teor কালচার (৫) কোনটিই নয় (@ virgen (9) গোলাকার 70. a জিন অপর জিনের বৈশিষ্ট্য প্রকাশে বাধা প্রদান করে, সেই © কমাকৃতির (4) তারকাকার দয ৩9. ব্যাকটেরিওফাজ এক প্রকার- ৩) হাইপোস্ট্যাটিক জিন (৬) এপিস্ট্যাটিক জিন (9) ব্যাকটেরিয়া (৮) লাইকেন (©) লিথাল জিন (4) সেমিলিখাল জিন মক (এ) ভাইরাস 71. ফুসফুসের কার্যকারী একক-",[]
previous_year,,,39,61,draft,medium,needs_review,,cell-biology|human-physiology,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,Hydracw পরিপাক কোন ধরনের? (৩) স্বাভাবিক ওজন ০) অতিরিক্ত ওজন (2) SAT (9) প্রথম শ্রেণির ছূলতা (4) দ্বিতীয় শ্রেণির স্থূলতা pra 73. মাকড়সার জাল তৈরিতে fri থেকে ক্ষরিত গ্রোটিন- ৩) স্যাখ্রোজোয়িক (2) ইমিউনোগ্লোবিডলিন (৮) comm (4) অন্তঃকোষীয় ও বহিঃকোষীয় ©) প্রোটিন pe (4) ট্রপসিন,[]
previous_year,,,39,62,draft,easy,needs_review,,botany,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,যহুনিউকিয়াসমুক্ত উদ্ভিদ ফোষকে বলা হয়- 74. বাধ্যতামূলক পরজীবী বলা হয় কোনটি? (2) লাইকেন,"[{""label"":""b"",""text"":""প্লাসমোডিয়াম ০) ছত্রাক (8) ব্যাকটেরিয়া © সিনোসাইট (এ) সিনসাইটিয়াম ও) ভাইরাস (৫) শৈবাল""}]"
previous_year,,,43,66,draft,easy,needs_review,,,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,"সমাধান: (০); কার্ডিয়াক চক্রের সময়কাল, = 5 sec = 07556০ | 57. সমাধান:","[{""label"":""b"",""text"":""; TRA প্যারাইটাল কোষ থেকে নিঃসৃত HOY""}]"
previous_year,,,43,70,draft,easy,needs_review,,,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,সমাধান:,"[{""label"":""a"",""text"":"": [সূ ধরি, ৫ + 19০ অল্লীয় পরিবেশ সৃষ্টি করে এবং সে পরিবেশে প্রোটিন ৫০৫০ নি = m2) 101) 'পরিপাককারী এনজাইম পেপসিন নিঃসৃত হয়। EP ৩9. AE: (0); ভাইরাস TH ব্যাকটেরিয়ারউপর পরজীবী হয় এবং =m(%) =m EF ব্যাকটেরিয়াকে ধ্বংস করে। তখন তাকে য্যাকটেরিওফায ষলে। ” 02] a(t 3 60. সমাধান: (90; 1:00! ধুকোজকে পোড়ালে 636 কিলোক্যালরি""}]"
previous_year,,,43,73,draft,easy,needs_review,,botany,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,"সমাধান: EEE =1 65. সমাধান: (2); একবীজপত্রী BRETT মূলে পরিবহন কলাগুচ্ছের স্ষুদ্র অক্ষের দৈর্ঘ্য, 2৮০2 2০৭ সংখ্যা ৬ এর অধিক।",[]
previous_year,,,43,76,draft,easy,needs_review,,botany,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,"সমাধান: (০১ 2x% + 3x+p=3 সপ ধরি, মূলদ্ব়,৫ ও ২ ০ ৫2 ০ ৮১০০-35-2০ ০০5 ওটাও 2+ ঢা, সমাধানঃ) ৬০ wai so. সমাধান: [-2১ 8৭ 1১]",[]
previous_year,,,49,68,draft,easy,needs_review,,cell-biology,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,কোষবিল্লির মোট শুষ্ক ওজনের কত ভাগ লিপিড? (2) প্রায় 50 ভাগ ® প্রায়?5 ভাগ,[]
previous_year,,,49,56,draft,easy,needs_review,,,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,কোনটি রেস্ট্রিকশন এনজাইম নয়? © moon (এ) প্রায়2ঃতাগ lB at (8) AV. Leeuwenhoek,"[{""label"":""b"",""text"":""০.৪, Ehrenberg @IE (8গণ @FR (৫)প্রজাতি (©) Louis Pasteur""},{""label"":""d"",""text"":""Robert Koch 70. হাইজ্রার দেহে নিচের কোনটি কঙ্কাল হিসাবে কাজ করে?""}]"
previous_year,,,49,58,draft,easy,needs_review,,genetics|zoology|human-physiology,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,কোন প্রযুক্তিতে ইনসুলিন তৈরি করা হয়? (4) নিমাটোসিস্ট (৮) cm (8) ন্যানো টেকনোলজি [OR (3) সিলোম (৮) টিস্যু কালচার 71. ঘাসফড়িং-এর সমগ্র দেহে একবার রক্ত প্রবাহ সম্পন্ন হতে কত (9) রিকছিন্যান্ট DNA টেকনোলজি মিনিট সময় লাগে? (4) এক্সপ্লান্ট কালচার ৰ্ @S10 0)1020 ©2025 @3060,[]
previous_year,,,49,62,draft,easy,needs_review,,human-physiology,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,Sandwitch মডেল কোনটি? চক্রের সময় কত সেকেন্ড? (9) মাইসেলার মডেল (Ras বিশিষ্ট মডেল শন m0s ০০3 ৬০ (9) প্রোটিন-ক্রিষ্টাল মডেল (৫) ফ্কুয়িড মোজাইক মডেল | 76. মানবদেহে লোহিত Tea ও শ্বেত রক্তকণিকার অগুপাত,[]
previous_year,,,49,63,draft,easy,needs_review,,cell-biology,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,কোষেরট্রাফিক পুলিশ কোনটি? কোনটি? (8) গণজি বডি (১) লাইসোজোম @700:1,"[{""label"":""b"",""text"":""600:1 (0) 500:""},{""label"":""d"",""text"":""400:1 (9) রাইবোজোম (4) সেন্ট্রোজোম 77. পুরুষ মানুষের রক্তে ক্রিয়েটিনিনের স্থাভাবিক যাত্রা কত""}]"
previous_year,,,49,64,draft,easy,needs_review,,cell-biology,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,কোষে পানি ও pH এর পরিমাণ বজায় রাখে কোন কোষীয় দখা? wm? @006-0.15 ®06-12,"[{""label"":""a"",""text"":""কোষ বিল্লি (৬) সাইটোপ্লাজম (©30-40 @50-60 (osm @ কোষ প্রাচীর 78. জ্রণ আবর্ণীর কোন অংশ ভ্রণকে OH হাত থেকে রক্ষা করে?""}]"
previous_year,,,49,66,draft,easy,needs_review,,human-physiology,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,কোনটি আণবিক কাঁচি হিসাবে পরিচিত? 79. গিনিয়াল গ্রন্থি থেকে নিঃসৃত হরমোন কোনটি? (@ ইন্টারফেরন ©) ল্াইগেজ এনজাইম (9) মেলাটোনিন ©) থাইর্সিন,[]
previous_year,,,49,0,draft,easy,needs_review,,,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,গ্লাসমিভ (৫) রেস্ট্রিকশন এনজাইম (৩) থাইমোসিন (৫) ইনসুলিন,[]
previous_year,,,49,67,draft,easy,needs_review,,botany,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,পাতায় ক্লোরোফিল অণু সৃষ্টির জন্য কোন মৌলটি অপরিহার্য? | 8০. মানব দেহের ফোন অঙ্গে প্লাইকোজেন জমা থাকে? (৪) ম্যাগনেসিয়াম (0) ব্যালসিয়াম,"[{""label"":""a"",""text"":""প্যানক্রিয়াস (OF (© সোডিয়াম ৫) পটাসিয়াম © ফুসফুল (৫) যকৃত ছা rst co cree NEY ART Tog পথচলা...""}]"
previous_year,,,59,58,draft,easy,needs_review,,genetics|plant-physiology,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,"FRNA থেকে চূড়ান্ত mRNA সৃষ্টির পরিমার্জন ধাপের @u ভুদা ©» Oo fais 73. AB=3142]-k এবং AC=Si—]+ 2K সামস্তরিকের @15 2B ০03টি ৬৭টি দুটি বাছ হলে, সামস্তরিকটির ক্ষেত্রফল কত বর্গ একক? ৩9. সালোকসংশ্লেষণের ফটোসিস্টেম-। এর FRE ক্লোরোফিল-০ শেড (০) 'অগুটির আলোক শোষণ ক্ষমতা হলো- ©2959 © কোনোটিই নয় @7000m (৬) 690 গর; (9) 580 1 (760mm | 74197000587 গর ল9৫ম =F?",[]
previous_year,,,59,65,draft,easy,needs_review,,microbiology,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,ইন্টারফেরন ড্রাগটি কিসের উপর কার্যকরী? @y=ix y= tax (9) ব্যাকটেরিয়া (৮) ছত্রাক (০) ভাইরাস (4) নিমাটোড @y=tix @y=1x,[]
previous_year,,,59,66,draft,medium,needs_review,,botany|human-physiology,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,"কিটোসিস রোগের কারণ কী? Em, 0 4 42)"" pitas 0) প্রোটিন বিপাক নই, মন - [হিটুহলে, মেঃ +চ)ং কতা (9 শিপিড বিপাক (4) হরমোন বিপাক OE off ওহে eit ভা. eR উদ্ভিদের মধ্যে নিচের কোনটিতে ছিনিষেক ঘটে? FA (9) Cyeas 0) Pinus (9) Gretums (৫) Ephedra | 79. PR GO SIT জন্য k 2 1 নির্ণায়কটির মান শূন্য হবে?",[]
previous_year,,,60,68,draft,easy,needs_review,,zoology|human-physiology,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,কোন প্রাণীর রক্তকণিকায় শ্বসরঞ্জক থাকে না? (9) ঘাসফড়িং (৮) রুইমাছ (৩) হাইছ্া (@ Fw,[]
previous_year,,,60,69,draft,hard,needs_review,,genetics,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,কিট্টোসিস রোগের কারণ কী? © 3 re এসিড (৪) শর্করা বিপাক (৬) প্রোটিন বিপাক 'রাইবুলোজ 5 ফসফেট (©) লিপিড বিপাক (৫) হরযোন বিপাক নস দা 70. জীবের কোন প্রজাতির একসেট হ্যাপ্রয়েড CHE © কোনোটিই নয় বিদ্যমান জিনের সমটিকে বলে-,[]
previous_year,,,60,57,draft,hard,needs_review,,genetics|microbiology,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,ভাইরাস সংক্রমণের সাথে জড়িত কোনটি? (৬) আলিল (৬) জিনোম,"[{""label"":""a"",""text"":""মাইক্রোসেফালি (৮ সিফিলিস (৩) ক্যারিওটাইপ (dy আযালোজোম (©) মেনিনজাইটিস (4) erg 71. Frain জিনের ফলাফল কোনটি?""}]"
previous_year,,,60,59,draft,easy,needs_review,,human-physiology,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,সাসফড়িং এর রক্তবণিকাকে কী বলে? 9 দিলোষ © Rew @ হিমোসিল 0) হিসোলিফ ofr or © Pech en,[]
previous_year,,,60,61,draft,easy,needs_review,,cell-biology,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,"কোষের SEY ও ক্ষারত্ব নিয়ন্ত্রণকারী অঙ্গাণু কোনটি? (©) ব্যবধায়ক পর্দা (4) কোনোটিই নয় comedy ৬) সাইটোপ্লাজম 75, মধ্যকর্ণের সংক্রমণকে কী বলে? (© qt (4) এন্ডোগ্লাজিক রেটিকুলাম ও) ওচিটিস মিডিয়া Oye",[]
previous_year,,,60,63,draft,medium,needs_review,,human-physiology,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,"ক্যালভিন চক্রে CO, এর গ্রাহক কোনটি? © সেরিবেলাম - ©@ OWA GREP 0০ (OPE 77. জলীয় অবস্থায় লোহিত রক্ত কণিকা কোথায় তৈরি হয়?",[]
previous_year,,,60,64,draft,hard,needs_review,,genetics,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,বর্তমানে কোনটি ব্যবহার করে রিকমিনেন্ট DNAS করা হয়? © ০) যকৃতে (© কিডনিতে (৫4) কশেরুকায় (৯) জিন ক্লোনিং (8) DNA হাইব্রিডাইজেশন © DNAcER © DNA ফিগার প্রিন্ট 78. প্রি প্র এর আ্যাডেনিন নিউক্লিওটাইডকে বলা হয়-,[]
previous_year,,,60,67,draft,medium,needs_review,,cell-biology,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,দিচ্ছ ফেল sf সপ্ত নয? রি 80. REE শব্দটি নিচের কোন প্রক্রিয়ার সাথে জড়িত? (8) কেঁচো ও নেক্রিডিয়া 0) গোলকৃষি ও শিখাকোষ,"[{""label"":""a"",""text"":""হাইব্রিডাইজেশন ®) জিন ক্লোনিং (9) তারামাছ ও পানিসংবহনতন্ত্র (৫) চিংড়ি ও হিমোসিল (9) টিস্যু কালচার © গ্রাফটিং সস ০০০০০ দ ER পরিবর্তনের se পচ""}]"
previous_year,,,71,56,draft,easy,needs_review,,botany,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,"কোরালয়েড মূল কোন উড়িদে পাওয়া যায়? o M oe =, o jot + x - : N H ৩) সাইকাস QF (9)মটরগুটি @T® | নিত = Em wp = wer",[]
previous_year,,,71,64,draft,easy,needs_review,,human-physiology,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,মেসেন্টেরন কী? ৬১০০ M3 (9120 (945 (8) জননতন্ত্রের একটি অংশ না. Jef) axe (0৬) পৌষ্টিকতন্ত্রের একটি অংশ নি ৷ ০) রক্ত সংবহনতন্ত্রের একটি অংশ া পা (৫) রেচনতজ্ত্রের একটি অংশ © +e @- fe,[]
previous_year,,,71,65,draft,easy,needs_review,,human-physiology,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,"মানবদেহে মাংস পরিপাকে কোন এনজাইমটি সক্রিয় ভূমিকা | 76 4g ay - 0 হলে, Lm কত? পালন করে? 2০১০+৪০১ চপ (৭) কাইমোট্রিপসিন ০)লাইপেজ লা ৬)-০-২৪ © (৫) টায়ালিন ওহে চর",[]
previous_year,,,71,66,draft,easy,needs_review,,botany,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,FRE কয়জোড়া ফুলকা TE থাকে? ry @3-4 (®)5-7 ©8-10 @0-12 | 79 SEE এর মান কত?,[]
previous_year,,,72,56,draft,easy,needs_review,,cell-biology,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,frail কোন কোষে নিউটিয়াস wep? pli ৬) প্যারেনকাইমা ৬) কলোরেনকাইমা Orel abe (© ফিউমারিক এসিড © সিভনল (৫) রক্ষীকোষ ষ্,[]
previous_year,,,72,58,draft,hard,needs_review,,human-physiology,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,"জৈব প্রযুক্তির মাধ্যমে E. coli ব্যবহার করে প্রস্তুত করা হয়- @ গ্যানংপডোমিটার ৮) ন্যান্টিমিটার (৭ ভিটামিন (৮) ইনসুলিন ৩) প্রোটিন (4)চৰি (©) ল্যাকটোমিটার (৫) pH মিটার ৩9. নিচের কোনটি দৈত প্রচ্ছন্ন এপিস্ট্যাসিস অনুপাত- 71. নিচের কোনটি সঠিক নয়? ®79 © @B3 @137 (৭) ডান নিলয় থেকে CO, সমৃদ্ধ রক্ত পালমোনারি ধমনিতে",[]
previous_year,,,72,60,draft,easy,needs_review,,plant-physiology|human-physiology,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,"সবাত শ্বসনের ফলে উৎপন্ন শক্তির পরিমাণ কত কিলোক্যালরি? (৬) বাম নিলয় থেকে 0, সমৃদ্ধ রক্ত সিস্টেমিক ধমনিতে যা ৬36০ ৬)46০ ©560 ১66০ (©) FTE CO, সমৃদ্ধরক্ত পরিশোধিত হয়ে ডান নিলয়ে",[]
previous_year,,,72,61,draft,medium,needs_review,,zoology|human-physiology,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,"কাণ্ডের পরিধি বৃদ্ধি হয় কোন টিস্যুর বিভাজনের কারণে? (9) CO, সমৃদ্ধ রক্ত দুটি ভেনাক্যাভা দিয়ে ডান অলিস্দে আ @ এপিকাল মেরিস্টেম (0) ক্যামবিয়াম 72. দিততরী প্রাণী কোনটি? ৩) স্টেম সেদ (4) জাইলেম ও arte ® Hydra ©) Teena",[]
previous_year,,,72,62,draft,easy,needs_review,,human-physiology,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,মানুষের রক্তের গ্রুপিং এর জন্য দায়ী পদার্থ হলো. © Fasciola @ Pita (® এন্টিবডি (৬) এন্টিজেন 73. ইলান্টিন নির্মিত কিউটিকল দিয়ে আবৃত দেহ দেখা যায়- (©) বিলুরুবিন (৫4) বিলিভারভিন (@) জেলিফিসে ০)গোল কৃষিতে,[]
previous_year,,,72,63,draft,easy,needs_review,,botany|zoology,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,"ci এর চিকিৎসা হচ্ছে- (© ফিভাকৃষিতে (4) অক্টোপাসে (@) পেসমেকার TICE (০) SEAR বাইপাস 74. ম্যাক্সিলারি যার্যেল হলো রুই মাছের- (©) এনজিওপ্লাস্টি (৫) কোনটিই নয় (৯) মাথার অংশ ০) পাখনার অংশ 4, গোল আপু কোনটির রূপান্তর? (© লেজের অংশ (ও) বুকের অংশ OTE GW (9) ফুলের (4)পাতার | 75. জটিল শর্করা ভেঙ্গে মন্টোজে পরিণত হতে যে এনজাইম লা",[]
previous_year,,,72,65,draft,easy,needs_review,,cell-biology|botany|human-physiology,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,ইমাসকুলেশনের ST (৬) সুক্ষেজ UR (9) মন্টেজ (4) লাইপে (৪) স্ব-পরাগায়ন রোধ (8) অভিযোজন ক্ষমতা বৃদ্ধি | 76. ইনসুলিন হরমোন ক্ষরণ করে- © পরাগরেণুর সংখ্যা হাস (৫) উদ্ভিদের Vigour বৃদ্ধি ৫) আলফা কোষ )বিটা কোষ,[]
previous_year,,,72,66,draft,medium,needs_review,,cell-biology|zoology,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,আপোল্পোরি হচ্ছে- (©) ডেল্টা কোষ (@ লিপি কোষ (2) দেহকোষ থেকে সরাসরি স্পোরোফাইটের উৎপত্তি 77. যকৃত কোন প্রোটিন সংশ্লেষ করতে পারে না- (0) দেহকোষ থেকে সরাসরি গ্যামিটোফাইটের উৎপত্তি (৪) আ্যালবুমিন (৮ লিপোঞ্টিন (9) জনন মাডৃকোষ থেকে স্পোর তৈরির প্রক্রিয়া © (৭১ %- গ্লোবিউলিন (৫) নিষেক ছাড়া ফল তৈরি প্রক্রিয়া 78. Bilateral cleavage ঘটে কোন পর্যের প্রাণীতে?,[]
previous_year,,,72,67,draft,easy,needs_review,,,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,GR অঙ্গজ জননের মাধ্যমে কোনটি করা সম্ভব নয়? (@) Arthropoda (6) Chordata WSR (©) Annelida (6) Mollusca (5) অল্প সময়ে বেশি চারা উৎপাদন 79. নিচের কোনটি মানবদেহের বৃহদান্ত্রের অংশ? (0) সৃষ্ট উডিদ থেকে দ্রুত ফল লাভ (৩) জেজুনাম ® ডিওডেনাম (8) মৃত গাছের গুণাগুণ রক্ষা (©) সিকাম (৫4) ইলিয়াম 6৪. “নল অব মিনিমাম” OY প্রস্তাব করেন- 80. মানবদেহের স্কুভাস্রের শোষণতলের ক্ষেত্রফল- (৭) স্টিলেন cept ৬) রবিনহিল (5) 2 বর্গমিটার ®) 4 বর্গমিটার (© wT (@Ffor (০) ৪ বর্গমিটার © 10 বর্গামিটার RTT সা Ard orm gs,[]
previous_year,,,83,56,draft,hard,needs_review,,genetics,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,"“প্রত্যেক ক্রোমোজোমের একটি নিজস্ব সত্ত্বা আছে।”- উক্তিটি ""০ সমীকরণের ee সমান হবে? কোন বিজ্ঞানীর? @03 ®)0,-3 (4.0 @5,0 © OEE QA (৫) মেন্ডেন | 71. সন ০? অধিবৃত্তেরউপকেন্দ্রিকলম্বের দৈর্ঘ্যকত ar",[]
previous_year,,,83,57,draft,easy,needs_review,,human-physiology,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,মানুষের রক্তের অণুচক্রিকার আয়ুষ্কাল কত দিন? = 6 নি = ডু তর ১৮ ওেশ্র @1-5 ®5-6 (©7-10 D120 oF © = “,[]
previous_year,,,83,61,draft,easy,needs_review,,zoology,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,"vo কোন ctf প্রাণী? . J, , (2) Amphibia (৮) Reptilia @3F ®-7 পের @3z ©) Aves (¢) Mammalia 75. Jmn(x—1)~InGx-+ 5) = কত?",[]
previous_year,,,83,63,draft,easy,needs_review,,cell-biology,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,কতসংখ্যকমাইটোটিকবিডাজনে 128টি অপত্য কোষ উৎপন্ন হবে? [OF ভে (97 0১2৫ (0১42,"[{""label"":""a"",""text"":""64 ot ms""}]"
previous_year,,,83,65,draft,hard,needs_review,,genetics,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,"জীবের জিন মিউটেশনের ফলে কোন ধরনের ay | 77- ঢ 9% El = 0 হলে, মএর মান কতা (8) ম্যাক্ষো ০)মাইক্রে (9)মেগা )ন্যানো","[{""label"":""a"",""text"":"".""}]"
previous_year,,,83,68,draft,medium,needs_review,,zoology,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,নিচের কোন পর্বের প্রাণীদের আঙ্গুরীমাল বলা হয়? গে টয় ওঃ [OF (6) Nematoda,"[{""label"":""b"",""text"":""Annelida 80. ১২৭১২ + হল + 284 ০ 5 0 বৃত্তটি উভয় অক্ষকে স্পর্শ (90 Arthropod""},{""label"":""a"",""text"":""(@ Mollusca করলে, নিচের কো N""}]"
previous_year,,,84,59,draft,hard,needs_review,,cell-biology|human-physiology,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,Caaf এনজাইম নিয়ের ফোন a পরিপাক করো © লোহিতকণিকা 2S @ W@W @WE (GT © fms (৩) যনোসাইট ট 6০. মেস্ডেল পরীক্ষার জন্য মটর গাছ কেন বেছে নিয়েছিলেন? 73. মানবদেহের রকের ঢা কত? © কুলের অবস্থান 0) মবপরাদী রুল (535-545 635-645 ৩)বীজের আকার @ কাঙের দৈর্ঘ্য ©0735-7458 (835 _ ৪45 গা Pt ৬: 74. কোষচক্র বদ্ধ করার অভ্যন্তরীণ উদ্দীপনা প্রদান করে নিয়,[]
previous_year,,,84,62,draft,easy,needs_review,,cell-biology,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,৯০০৮ এর পুংরেণু সৃষ্টি হয় ফোন কোষ থেকে? কোনটি?,"[{""label"":""a"",""text"":""স্পোর মাতৃকোষ (Brg মাতৃকোষ ৬) সাইক্লিন COR 0) সাইক্লিন CDK-MPF © পুৎরেগু পত্র (@ coma ওত ওযা""}]"
previous_year,,,84,63,draft,medium,needs_review,,cell-biology|botany,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,Bulliform কোষ কোন উদ্ভিদে থাকে? 75. মেসোফিল কোন ধরনের টিস্যু! @S HW ০)গম। (9)সবকটিতে ৩) মেরিস্টেমেটিক Cass,[]
previous_year,,,84,64,draft,easy,needs_review,,zoology,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,ক্রোযোজমীয় নৃত্য কোন দশায় দেখা যায়? (©) এপিডার্মাল (৫) জাইলেম (৬) প্রোফেজ (8) শ্রোমেটাফেজ 76. কোনটি পরিফেরা পর্বের প্রাণীর দেহে দেখা যায়? (৩) মেটাফেজ (৫) সবকটিতে 3) কোয়ানোলাইট ০) ইলান্টিন,[]
previous_year,,,84,65,draft,medium,needs_review,,,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,ফটোরেসপিরেশনের জন্য কোনটি সত্য? [CE ৩) ট্যাগমাটা (0) আলোক নিরপেক্ষ প্রক্রিয়া 77. ares কাজ নয় কোনটি? (৮) ক্যালভিন চক্রের সাথে কোন সম্পর্ক নাই,"[{""label"":""a"",""text"":""শব্দ উৎপন্ন করা (৮) দেহের চাপ নিয়ন্ত্রণ করা (9 ক্যালতিন চক্রের উপর নির্ভশীল (© প্লৰতা রক্ষা করা (৫) প্রতিরক্ষা প্রদান করা ও) ATP ও NADPH Soman 78. দেহের বিভিন্ন অংশে ক্যান্সার কোষ ছড়িয়ে পড়াকে কী বলো?""}]"
previous_year,,,84,66,draft,hard,needs_review,,genetics,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,কোন জিনের কারণে মোরগ-মুরগীর পালক সাদা বর্ণের হয়? (8) Oncogenesis (8) Necrosis,"[{""label"":""a"",""text"":""লেমিলিখাল জিন ০) এপিস্ট্যাটিক জিন (©) Metastasis ও) apoptosis (9) হাইপোস্ট্যাটিকভজিন _ (৫)নন-আযালিলিক জিন 79. লিক্ফোসাইটের পরিপক্কতা নিয়ন্ত্রণ করে কোনটি?""}]"
previous_year,,,84,67,draft,medium,needs_review,,,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,Erythropoictio কোথায় তৈরি হয়? (@ লিম্ফয়েড (৬) আযাডেনয়েড,"[{""label"":""a"",""text"":""রক্ত কণিকায় 0) কোষে (© থাইমাস (4) wm (9) কিডনিতে (এ) যকৃতে""}]"
previous_year,,,84,68,draft,easy,needs_review,,zoology,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,অয় প্রতিসাম্য দেখা যায় কোন প্রাণীতে? জা. ফেলা rng ext নয়া Homo sapiens 0৬) Volsox wh Gm © Pils (@ durelia © ও) চড় মন ছয়ে em,[]
previous_year,,,93,59,draft,hard,needs_review,,genetics,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,"জেনেটিক ইঞ্জিনিয়ারিং এর ক্ষেত্রে রেস্ট্রিকশন এনজাইমের কাজ কী? @4-4 5 ®)3,-3,-5","[{""label"":""a"",""text"":""DNA অগুর কাটা অংশ যুক্ত করা 2:25 an""}]"
previous_year,,,93,61,draft,medium,needs_review,,,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,"শ্বাসনালি ও নাকে কোন ধরনের তরুণান্ থাকে? 6), Omi গম ও) (4) হায়ালিন © শ্বেত তলুময় ৪0, 7 9 2P মানের দুইটি বলের 2%, R, » বলের ক্রিয়ারেখার সাথে (© পীত og (ও) চুনময় লম্বভাবে ক্রিয়া করে। বলছয়ের মধ্যবর্তী কোগ্‌ কত?",[]
previous_year,,,93,66,draft,easy,needs_review,,,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,pad ও গৌণ নিউক্লিয়াসের ged কি' ht (@) পাতিকাক (8) ঘড়িয়াল (৭) দ্বিযিলন (8) দ্বিনিষেক (৩) ব্রিমিলন (৫) নিষেক,[]
previous_year,,,94,57,draft,easy,needs_review,,cell-biology,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,"ফোন rere 79. যে কোষাপুটি হাইড্রোলাইটিক এনজাইমের আধ্যর হিসেবে wy জোমে অনুপস্থিত? করে, তার নাম কী? ৬) চে (©OMg™ (Mn","[{""label"":""a"",""text"":""লাইসোজোম 0) রাইবোজোম""}]"
